dataset,fold,model,Runtime,cpu_cores,cpu_name,gpu_total_memory_gb,gpu_type,inference_peak_cpu_gb,inference_peak_gpu_gb,inference_wall_time_s,m_features,n_test,n_train,system_ram_gb,timestamp,train_examples,train_peak_cpu_gb,train_peak_gpu_gb,train_wall_time_s
REG_SPORTS_FIFA22_WAGES,7,TabSTAR 🌟,694,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.794452667236328,0.9853515625,3.012132406234741,28,1917,10000,1007.6864013671876,2025-08-08 15:35:40,10000,1.8050537109375,2.1064453125,689.2517082691193
REG_SPORTS_FIFA22_WAGES,6,TabSTAR 🌟,631,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.784893035888672,0.9833984375,3.0182995796203613,28,1917,10000,1007.6864013671876,2025-08-08 15:32:55,10000,1.7915077209472656,2.0654296875,624.5214867591858
REG_SPORTS_FIFA22_WAGES,5,TabSTAR 🌟,999,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.804546356201172,0.9833984375,3.526209592819214,28,1917,10000,1007.6650276184082,2025-08-08 15:38:06,10000,1.7936553955078125,2.0966796875,993.5060305595398
REG_SPORTS_FIFA22_WAGES,4,TabSTAR 🌟,301,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.8125114440917969,0.9833984375,1.5082416534423828,28,1917,10000,1007.6727752685548,2025-08-08 15:25:19,10000,1.7988624572753906,2.1884765625,297.241890668869
REG_SPORTS_FIFA22_WAGES,3,TabSTAR 🌟,782,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.795146942138672,0.9853515625,3.021214485168457,28,1917,10000,1007.6864013671876,2025-08-08 15:33:14,10000,1.8038787841796875,2.1162109375,776.9959390163422
REG_SPORTS_FIFA22_WAGES,2,TabSTAR 🌟,511,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.7888069152832031,0.9775390625,3.024625301361084,28,1917,10000,1007.672779083252,2025-08-08 15:28:36,10000,1.7895278930664062,2.1494140625,506.2886514663696
REG_SPORTS_FIFA22_WAGES,1,TabSTAR 🌟,628,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.7787704467773438,0.9755859375,3.01961088180542,28,1917,10000,1007.672779083252,2025-08-08 15:30:07,10000,1.776409149169922,2.0966796875,622.6638398170471
REG_SPORTS_FIFA22_WAGES,0,TabSTAR 🌟,591,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.812225341796875,0.9853515625,3.026322841644287,28,1917,10000,1007.6864013671876,2025-08-08 15:28:53,10000,1.808025360107422,2.1181640625,584.9102187156677
REG_SOCIAL_VIDEO_GAMES_SALES,9,TabSTAR 🌟,227,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.7709197998046875,0.9208984375,1.5052359104156494,5,1659,10000,1007.6864013671876,2025-08-08 15:22:06,10000,1.8267898559570312,1.5732421875,221.5546662807465
REG_SOCIAL_VIDEO_GAMES_SALES,8,TabSTAR 🌟,299,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.766948699951172,0.9208984375,1.501349925994873,5,1659,10000,1007.6650276184082,2025-08-08 15:19:46,10000,1.770782470703125,1.5732421875,289.3862888813019
REG_SOCIAL_VIDEO_GAMES_SALES,7,TabSTAR 🌟,288,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.7638511657714844,0.9169921875,1.001054763793945,5,1659,10000,1007.6727752685548,2025-08-08 15:19:13,10000,1.7645301818847656,1.5986328125,285.49761724472046
REG_SOCIAL_VIDEO_GAMES_SALES,6,TabSTAR 🌟,394,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.7840347290039062,0.9208984375,1.5023512840270996,5,1659,10000,1007.6864013671876,2025-08-08 15:20:26,10000,1.7765541076660156,1.4775390625,389.4985544681549
REG_SOCIAL_VIDEO_GAMES_SALES,5,TabSTAR 🌟,275,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.7726707458496094,0.9208984375,1.5014920234680176,5,1659,10000,1007.672779083252,2025-08-08 15:18:03,10000,1.7785186767578125,1.5087890625,270.5264298915863
REG_SOCIAL_VIDEO_GAMES_SALES,4,TabSTAR 🌟,284,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.7774200439453125,0.9228515625,1.5020971298217771,5,1659,10000,1007.6864013671876,2025-08-08 15:17:55,10000,1.7874679565429688,1.5732421875,275.50379943847656
REG_SOCIAL_VIDEO_GAMES_SALES,3,TabSTAR 🌟,111,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.7779464721679688,0.9208984375,1.002925157546997,5,1659,10000,1007.6727752685548,2025-08-08 15:13:14,10000,1.9118309020996096,1.5595703125,102.75324416160583
REG_SOCIAL_VIDEO_GAMES_SALES,2,TabSTAR 🌟,350,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.769378662109375,0.9208984375,1.501375675201416,5,1659,10000,1007.672779083252,2025-08-08 15:17:10,10000,1.7739982604980469,1.5888671875,340.35129618644714
